 編號		店家名稱
16042 >>> 台北市大同區南京西路61號1樓
16061 >>> 台北市松山區敦化北路199巷2弄5號
16076 >>> 台北市松山區三民路6號
16078 >>> 台北市松山區民生東路五段37號
16080 >>> 台北市松山區塔悠路19號
16081 >>> 台北市大同區長安西路258號1樓
16085 >>> 台北市松山區健康路285號1樓
16093 >>> 台北市松山區民生東路三段158號1樓
16094 >>> 台北市松山區光復南路32巷46-4號
16101 >>> 台北市松山區東興路8號1樓
16117 >>> 台北市松山區敦化北路153號 1樓
16150 >>> 台北市松山區民生東路四段54號5樓
16327 >>> 台北市士林區中山北路七段14巷19號Ｂ1
16329 >>> 台北市士林區雨聲街36號1樓
16333 >>> 台北市士林區天母東路8巷31弄25號
16348 >>> 台北市士林區文林路205號1樓
16374 >>> 台北市士林區德行東路109巷75號
16394 >>> 台北市士林區中山北路六段238號
16410 >>> 台北市士林區仰德大道二段2巷50號1樓
16414 >>> 台北市中山區中山北路二段111號
16452 >>> 台北市大安區復興南路二段237號1樓
16464 >>> 台北市大安區仁愛路四段266巷6號1樓
16474 >>> 台北市大安區仁愛路四段418號1樓
16493 >>> 台北市大安區樂利路89號1樓
16519 >>> 台北市大安區和平東路三段58號
16520 >>> 台北市大安區信義路四段265巷8號
16521 >>> 台北市大安區敦化南路二段216號1樓
16524 >>> 台北市大安區信義路四段236號4樓
16564 >>> 台北市大安區仁愛路四段280號1樓
16594 >>> 新北市中和區光華街31巷2號1樓
16600 >>> 新北市永和區福和路389號3樓
16602 >>> 新北市永和區福和路353號2樓
16609 >>> 新北市中和區中和路300號１樓
16663 >>> 台北市中山區中山北路二段59巷45號B1樓
16665 >>> 台北市中山區樂群二路199號
16683 >>> 台北市中山區民權西路35號1樓
16698 >>> 台北市中山區農安街86號
16701 >>> 台北市中山區建國北路二段131號1樓
16702 >>> 台北市中山區龍江路356巷72號
16706 >>> 台北市中山區敬業三路123號2樓
16747 >>> 台北市中山區合江街51號
16814 >>> 台北市北投區懷德街3-10號
16816 >>> 台北市北投區中央北路一段191號1樓
16823 >>> 台北市北投區行義路128-1號
16841 >>> 台北市北投區北投路二段13號2樓
16852 >>> 台北市北投區中央北路三段4號1樓
16859 >>> 台北市北投區致遠二路149號
16872 >>> 台北市北投區公舘路230號
16878 >>> 台北市北投區知行路298號1樓
16886 >>> 台北市北投區尊賢街260號
16897 >>> 台北市北投區中山北路七段219巷3弄171號
16906 >>> 台北市士林區中山北路六段146號1樓
16915 >>> 台北市士林區德行東路262號
16970 >>> 台北市信義區信義路五段7號9樓
16979 >>> 台北市信義區松仁路97號4樓
16992 >>> 台北市信義區松隆路125號1樓
17062 >>> 台北市信義區永吉路30巷118號1樓
17131 >>> 新北市板橋區民治街117號1樓
17140 >>> 新北市中和區中原街１２６號１樓
17159 >>> 新北市板橋區三民路二段31號B1
17163 >>> 新北市板橋區文化路二段313號地下一樓
17187 >>> 台北市內湖區文德路210巷30弄6號1樓
17214 >>> 台北市內湖區內湖路一段358號
17218 >>> 台北市內湖區成功路四段169號
17241 >>> 台北市內湖區東湖路135號1樓
17249 >>> 台北市內湖區內湖路一段575號3樓
17256 >>> 台北市內湖區民權東路六段27號1樓
17285 >>> 台北市內湖區洲子街61號1樓
17307 >>> 台北市內湖區金莊路８６號１樓
17308 >>> 台北市內湖區成功路五段452-1號
17317 >>> 台北市內湖區瑞湖街158號3樓
17360 >>> 台北市文山區仙岩路2號
17387 >>> 台北市文山區福興路62號1樓
17391 >>> 台北市文山區指南路二段145號1樓
17396 >>> 台北市文山區景後街95號
17435 >>> 台北市文山區羅斯福路五段203號1樓
17495 >>> 台北市南港區玉成街189號1樓
17613 >>> 新北市石碇區碇坪路一段130號1樓
17647 >>> 新北市中和區連城路521-1號
17654 >>> 新北市中和區中安街80號
17656 >>> 新北市永和區永和路二段116號3楼
17661 >>> 新北市永和區大新街3號
17662 >>> 新北市永和區永和路二段217號1樓
17678 >>> 台北市內湖區瑞光路510號1樓
17688 >>> 基隆市安樂區武訓街７２號壹樓
17690 >>> 新北市汐止區汐萬路一段409號1樓
17696 >>> 新北市中和區中正路279號1樓
17698 >>> 新北市中和區秀朗路三段44號1樓
17700 >>> 新北市永和區中興街7號
17709 >>> 新北市汐止區新台五路一段82-88號3樓
17794 >>> 新北市汐止區新台五路一段94號1樓
17880 >>> 新北市貢寮區延平街86號1樓
17884 >>> 新北市瑞芳區金光路36號1樓
17887 >>> 新北市瑞芳區瑞濱路67號1樓
17910 >>> 基隆市中正區義一路83號1樓
17948 >>> 新北市板橋區民治街57巷2號、59號
17953 >>> 新北市板橋區遠東路5號1樓
17958 >>> 新北市板橋區英士路54號1樓
17959 >>> 新北市板橋區文化路一段421巷4號1樓
17966 >>> 新北市板橋區重慶路66號B1
17976 >>> 新北市板橋區信義路71號1樓
18017 >>> 新北市板橋區文化路一段101巷13號B1
18050 >>> 新北市板橋區四維路２９３號１樓
18059 >>> 新北市板橋區府中路126號1樓
18099 >>> 新北市三重區興德路123號
18104 >>> 台北市萬華區廣州街235-1號
18110 >>> 新北市永和區國光路123號1樓
18116 >>> 新北市汐止區南興路58號1樓
