編號		地址
42061 >>> 高雄市旗山區中華路33號
42066 >>> 高雄市旗山區延平一路453號
42445 >>> 高雄市旗津區中洲二路179-11號
40128 >>> 基隆市七堵區南興路106號
41498 >>> 台中市北屯區軍功路二段39號
41395 >>> 台中市西區精誠路294號
40398 >>> 新北市土城區金城路三段12號
41822 >>> 台南市南區金華路二段85號
42644 >>> 屏東縣九如鄉九里路59-5、59-6、59-7號
40449 >>> 宜蘭縣礁溪鄉育才路1號
42207 >>> 嘉義市西區仁愛路335號
42174 >>> 嘉義縣中埔鄉中山路五段460號
42183 >>> 嘉義市東區興業東路40號
42237 >>> 嘉義市西區興業西路245號
42178 >>> 嘉義市東區軍輝路266號
42162 >>> 嘉義市西區健康十三路169、171號
42175 >>> 嘉義市東區和平路134-13號
42171 >>> 嘉義市西區大統路171號
42735 >>> 嘉義縣梅山鄉中山路332、332-5號
42378 >>> 高雄市茄萣區仁愛路二段167號1.2樓
41911 >>> 台南市佳里區安西路205號
41905 >>> 台南市佳里區建南街112號
41910 >>> 台南市佳里區仁愛路388號
41945 >>> 台南市佳里區中山路452、456號
40317 >>> 基隆市暖暖區源遠路341-1號B1
39998 >>> 基隆市安樂區武隆街65號
40136 >>> 基隆市中正區信四路11號
40011 >>> 基隆市中正區中正路389號
40139 >>> 基隆市信義區義六路5號
40060 >>> 基隆市中正區新豐街262號
40067 >>> 基隆市信義區孝東路92號
40022 >>> 基隆市中山區西定路230號
40133 >>> 基隆市仁愛區成功一路133巷1號
40135 >>> 基隆市安樂區樂利三街146號
40140 >>> 基隆市暖暖區暖暖街246巷166號
40846 >>> 基隆市信義區東明路177號1樓
40002 >>> 基隆市安樂區基金一路135巷21弄2號之1號
40014 >>> 基隆市中山區復興路259巷9號一樓
40855 >>> 基隆市七堵區百三街107號
40854 >>> 基隆市七堵區百六街116號
41105 >>> 新竹縣湖口鄉中山路１段726、728號
41103 >>> 新竹縣湖口鄉中正路一段192號
41104 >>> 新竹縣湖口鄉和愛路32號
41225 >>> 新竹縣湖口鄉民富街26號
42371 >>> 高雄市湖內區保生路169號
41860 >>> 台南市東區東安路20號
41543 >>> 台中市后里區三豐路三段855、857號
41539 >>> 台中市后里區甲后路587號
